phoneme,n_languages,n_total,freq,IDF
phoneme_618,1,241,0.004149377593360996,4.795790545596741
phoneme_619,14,241,0.058091286307053944,2.7808875250544762
phoneme_620,0,241,0,5.488937726156687
phoneme_621,0,241,0,5.488937726156687
phoneme_622,2,241,0.008298755186721992,4.390325437488577
phoneme_623,0,241,0,5.488937726156687
phoneme_624,0,241,0,5.488937726156687
phoneme_625,0,241,0,5.488937726156687
phoneme_626,1,241,0.004149377593360996,4.795790545596741
phoneme_627,1,241,0.004149377593360996,4.795790545596741
phoneme_628,0,241,0,5.488937726156687
phoneme_629,0,241,0,5.488937726156687
phoneme_630,1,241,0.004149377593360996,4.795790545596741
phoneme_631,15,241,0.06224066390041494,2.716349003916905
phoneme_632,121,241,0.5020746887966805,0.6849166814234299
phoneme_633,18,241,0.07468879668049792,2.544498746990246
phoneme_634,117,241,0.4854771784232365,0.7182531016910215
phoneme_635,0,241,0,5.488937726156687
phoneme_636,9,241,0.03734439834024896,3.186352633162641
phoneme_637,0,241,0,5.488937726156687
phoneme_638,0,241,0,5.488937726156687
phoneme_639,237,241,0.983402489626556,0.016667052485211643
phoneme_640,0,241,0,5.488937726156687
phoneme_641,0,241,0,5.488937726156687
phoneme_642,0,241,0,5.488937726156687
phoneme_643,2,241,0.008298755186721992,4.390325437488577
phoneme_644,6,241,0.024896265560165973,3.543027577101373
phoneme_645,1,241,0.004149377593360996,4.795790545596741
phoneme_646,0,241,0,5.488937726156687
phoneme_647,0,241,0,5.488937726156687
phoneme_648,216,241,0.8962655601659751,0.1090403726162269
phoneme_649,6,241,0.024896265560165973,3.543027577101373
phoneme_650,0,241,0,5.488937726156687
phoneme_651,0,241,0,5.488937726156687
phoneme_652,237,241,0.983402489626556,0.016667052485211643
phoneme_653,105,241,0.43568464730290457,0.8254986320446194
phoneme_654,0,241,0,5.488937726156687
phoneme_655,0,241,0,5.488937726156687
phoneme_656,0,241,0,5.488937726156687
phoneme_657,0,241,0,5.488937726156687
phoneme_658,1,241,0.004149377593360996,4.795790545596741
phoneme_659,0,241,0,5.488937726156687
phoneme_660,0,241,0,5.488937726156687
phoneme_661,0,241,0,5.488937726156687
phoneme_662,1,241,0.004149377593360996,4.795790545596741
phoneme_663,0,241,0,5.488937726156687
phoneme_664,0,241,0,5.488937726156687
phoneme_665,1,241,0.004149377593360996,4.795790545596741
phoneme_666,1,241,0.004149377593360996,4.795790545596741
phoneme_667,0,241,0,5.488937726156687
phoneme_668,0,241,0,5.488937726156687
phoneme_669,0,241,0,5.488937726156687
phoneme_670,0,241,0,5.488937726156687
phoneme_671,0,241,0,5.488937726156687
phoneme_672,0,241,0,5.488937726156687
phoneme_673,1,241,0.004149377593360996,4.795790545596741
phoneme_674,1,241,0.004149377593360996,4.795790545596741
phoneme_675,0,241,0,5.488937726156687
phoneme_676,4,241,0.016597510373443983,3.879499813722586
phoneme_677,0,241,0,5.488937726156687
phoneme_678,0,241,0,5.488937726156687
phoneme_679,0,241,0,5.488937726156687
phoneme_680,0,241,0,5.488937726156687
phoneme_681,0,241,0,5.488937726156687
phoneme_682,0,241,0,5.488937726156687
phoneme_683,0,241,0,5.488937726156687
phoneme_684,0,241,0,5.488937726156687
phoneme_685,0,241,0,5.488937726156687
phoneme_686,0,241,0,5.488937726156687
phoneme_687,1,241,0.004149377593360996,4.795790545596741
phoneme_688,4,241,0.016597510373443983,3.879499813722586
phoneme_689,0,241,0,5.488937726156687
phoneme_690,0,241,0,5.488937726156687
phoneme_691,0,241,0,5.488937726156687
phoneme_692,0,241,0,5.488937726156687
phoneme_693,0,241,0,5.488937726156687
phoneme_694,0,241,0,5.488937726156687
phoneme_695,0,241,0,5.488937726156687
phoneme_696,1,241,0.004149377593360996,4.795790545596741
phoneme_697,0,241,0,5.488937726156687
phoneme_698,5,241,0.02074688796680498,3.6971782569286313
phoneme_699,0,241,0,5.488937726156687
phoneme_700,0,241,0,5.488937726156687
phoneme_701,1,241,0.004149377593360996,4.795790545596741
phoneme_702,1,241,0.004149377593360996,4.795790545596741
phoneme_703,6,241,0.024896265560165973,3.543027577101373
phoneme_704,148,241,0.6141078838174274,0.4849914202112273
phoneme_705,0,241,0,5.488937726156687
phoneme_706,5,241,0.02074688796680498,3.6971782569286313
phoneme_707,1,241,0.004149377593360996,4.795790545596741
phoneme_708,0,241,0,5.488937726156687
phoneme_709,0,241,0,5.488937726156687
phoneme_710,1,241,0.004149377593360996,4.795790545596741
phoneme_711,43,241,0.17842323651452283,1.7047480922384253
phoneme_712,1,241,0.004149377593360996,4.795790545596741
phoneme_713,0,241,0,5.488937726156687
phoneme_714,0,241,0,5.488937726156687
phoneme_715,0,241,0,5.488937726156687
phoneme_716,1,241,0.004149377593360996,4.795790545596741
phoneme_717,0,241,0,5.488937726156687
phoneme_718,3,241,0.012448132780082987,4.102643365036796
phoneme_719,0,241,0,5.488937726156687
phoneme_720,0,241,0,5.488937726156687
phoneme_721,0,241,0,5.488937726156687
phoneme_722,1,241,0.004149377593360996,4.795790545596741
phoneme_723,0,241,0,5.488937726156687
phoneme_724,0,241,0,5.488937726156687
phoneme_725,1,241,0.004149377593360996,4.795790545596741
phoneme_726,0,241,0,5.488937726156687
phoneme_727,0,241,0,5.488937726156687
phoneme_728,0,241,0,5.488937726156687
