"phoneme","ruhlen_ipa","ipa","class","modification_type","global_n_ruhlen","global_n_phoible","IDF_ruhlen","IDF_phoible","idf_shift","variance_shift_dir","in_ruhlen","in_phoible"
NA,"ŋɡʷ","ŋɡʷ","mod_consonant","labialized",NA,45,NA,0.817376062475066,-0.591353381133595,"-",FALSE,TRUE
NA,"ŋmʷ","ŋmʷ","mod_consonant","labialized",NA,1,NA,1,-0.773977318658529,"-",FALSE,TRUE
NA,"mʷˠː","mʷˠː","mod_consonant","labialized+long+velarized",NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"pʷˠː","pʷˠː","mod_consonant","labialized+long+velarized",NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"mʷˠ","mʷˠ","mod_consonant","labialized+velarized",NA,2,NA,1,NA,NA,FALSE,TRUE
NA,"pʷˠ","pʷˠ","mod_consonant","labialized+velarized",NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"m̥ʷ","m̥ʷ","mod_consonant","labialized+voiceless",NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"mː","mː","mod_consonant","long",NA,65,NA,0.817376062475066,-0.0181985095035454,"-",FALSE,TRUE
NA,"nː","nː","mod_consonant","long",NA,63,NA,0.817376062475066,-0.0181985095035454,"-",FALSE,TRUE
NA,"lː","lː","mod_consonant","long",NA,57,NA,0.89317184481387,-0.0939942918423498,"-",FALSE,TRUE
NA,"rː","rː","mod_consonant","long",NA,34,NA,0.89317184481387,-0.0939942918423498,"-",FALSE,TRUE
NA,"bː","bː","mod_consonant","long",NA,40,NA,1,-0.200822447028479,"-",FALSE,TRUE
NA,"dː","dː","mod_consonant","long",NA,29,NA,1,-0.200822447028479,"-",FALSE,TRUE
NA,"fː","fː","mod_consonant","long",NA,31,NA,1,-0.200822447028479,"-",FALSE,TRUE
NA,"t̠ʃː","t̠ʃː","mod_consonant","long",NA,24,NA,1,-0.200822447028479,"-",FALSE,TRUE
NA,"ŋː","ŋː","mod_consonant","long",NA,22,NA,1,-0.200822447028479,"-",FALSE,TRUE
NA,"ɻː","ɻː","mod_consonant","long",NA,1,NA,1,-0.200822447028479,"-",FALSE,TRUE
NA,"pʲ","pʲ","mod_consonant","palatalized",NA,43,NA,0.89317184481387,-0.0655151671704812,"-",FALSE,TRUE
NA,"mbʲ","mbʲ","mod_consonant","palatalized",NA,5,NA,1,-0.172343322356611,"-",FALSE,TRUE
NA,"mʲ","mʲ","mod_consonant","palatalized",NA,47,NA,1,-0.172343322356611,"-",FALSE,TRUE
NA,"ndʲ","ndʲ","mod_consonant","palatalized",NA,5,NA,1,-0.172343322356611,"-",FALSE,TRUE
NA,"tsʲ","tsʲ","mod_consonant","palatalized",NA,12,NA,1,-0.172343322356611,"-",FALSE,TRUE
NA,"l̩","l̩","mod_consonant","syllabic",NA,4,NA,1,NA,NA,FALSE,TRUE
NA,"m̩","m̩","mod_consonant","syllabic",NA,13,NA,1,NA,NA,FALSE,TRUE
NA,"n̩","n̩","mod_consonant","syllabic",NA,11,NA,1,NA,NA,FALSE,TRUE
NA,"r̩","r̩","mod_consonant","syllabic",NA,4,NA,1,NA,NA,FALSE,TRUE
NA,"ŋ̩","ŋ̩","mod_consonant","syllabic",NA,7,NA,1,NA,NA,FALSE,TRUE
NA,"ɲ̩","ɲ̩","mod_consonant","syllabic",NA,2,NA,1,NA,NA,FALSE,TRUE
NA,"ɲ̥","ɲ̥","mod_consonant","voiceless",NA,15,NA,0.89317184481387,0.10682815518613,"+",FALSE,TRUE
NA,"ʈɹ̠̥","ʈɹ̠̥","mod_consonant","voiceless",NA,1,NA,1,0,"0",FALSE,TRUE
NA,"ɑ̤","ɑ̤","mod_vowel","breathy",NA,7,NA,1,-0.0648671580589271,"-",FALSE,TRUE
NA,"ɒ̤","ɒ̤","mod_vowel","breathy",NA,2,NA,1,-0.0648671580589271,"-",FALSE,TRUE
NA,"ɪ̤","ɪ̤","mod_vowel","breathy",NA,2,NA,1,-0.0648671580589271,"-",FALSE,TRUE
NA,"iː","iː","mod_vowel","long",NA,679,NA,0.436155378968943,0.290080425795361,"+",FALSE,TRUE
NA,"uː","uː","mod_vowel","long",NA,634,NA,0.469132193475772,0.257103611288532,"+",FALSE,TRUE
NA,"oː","oː","mod_vowel","long",NA,443,NA,0.506835065624351,0.219400739139953,"+",FALSE,TRUE
NA,"eː","eː","mod_vowel","long",NA,446,NA,0.527923969764002,0.198311835000301,"+",FALSE,TRUE
NA,"ɔː","ɔː","mod_vowel","long",NA,224,NA,0.66993372762877,0.0563020771355338,"+",FALSE,TRUE
NA,"ɛː","ɛː","mod_vowel","long",NA,225,NA,0.66993372762877,0.0563020771355338,"+",FALSE,TRUE
NA,"æː","æː","mod_vowel","long",NA,42,NA,0.89317184481387,-0.166936040049567,"-",FALSE,TRUE
NA,"ɑː","ɑː","mod_vowel","long",NA,69,NA,0.89317184481387,-0.166936040049567,"-",FALSE,TRUE
NA,"əː","əː","mod_vowel","long",NA,85,NA,0.89317184481387,-0.166936040049567,"-",FALSE,TRUE
NA,"o̞ː","o̞ː","mod_vowel","long",NA,32,NA,1,-0.273764195235696,"-",FALSE,TRUE
NA,"œː","œː","mod_vowel","long",NA,18,NA,1,-0.273764195235696,"-",FALSE,TRUE
NA,"ɯː","ɯː","mod_vowel","long",NA,28,NA,1,-0.273764195235696,"-",FALSE,TRUE
NA,"ʊː","ʊː","mod_vowel","long",NA,66,NA,1,-0.273764195235696,"-",FALSE,TRUE
NA,"æ̃","æ̃","mod_vowel","nasalized",NA,26,NA,1,NA,NA,FALSE,TRUE
NA,"ɑ̃","ɑ̃","mod_vowel","nasalized",NA,31,NA,1,NA,NA,FALSE,TRUE
NA,"ɔ̃","ɔ̃","mod_vowel","nasalized",NA,164,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"ə̃","ə̃","mod_vowel","nasalized",NA,53,NA,1,NA,NA,FALSE,TRUE
NA,"ɛ̃","ɛ̃","mod_vowel","nasalized",NA,175,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"ɛ̃ə","ɛ̃ə","mod_vowel","nasalized",NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"ɯ̃","ɯ̃","mod_vowel","nasalized",NA,25,NA,1,NA,NA,FALSE,TRUE
NA,"ɯ̃ə","ɯ̃ə","mod_vowel","nasalized",NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"ʌ̃","ʌ̃","mod_vowel","nasalized",NA,14,NA,1,NA,NA,FALSE,TRUE
"phoneme_118","ɔ̤","ɔ̤","vowel","breathy",3,15,1,1,0,"0",TRUE,TRUE
"phoneme_124","o̤","o̤","vowel","breathy",2,20,1,1,0,"0",TRUE,TRUE
"phoneme_132","ʊ̤","ʊ̤","vowel","breathy",2,3,1,1,0,"0",TRUE,TRUE
"phoneme_144","ə̤","ə̤","vowel","breathy",1,3,1,1,0,"0",TRUE,TRUE
"phoneme_393","i̤","i̤","vowel","breathy",5,20,1,1,0,"0",TRUE,TRUE
"phoneme_395","e̤","e̤","vowel","breathy",2,19,1,1,0,"0",TRUE,TRUE
"phoneme_400","ɛ̤","ɛ̤","vowel","breathy",3,13,1,1,0,"0",TRUE,TRUE
"phoneme_135","ɨ̤","ɨ̤","vowel","breathy",2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_138","a̤","a̤","vowel","breathy",4,16,1,NA,NA,NA,TRUE,TRUE
"phoneme_399","I̤","I̤","vowel","breathy",2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_133","o̰","o̰","vowel","creaky",1,13,1,NA,NA,NA,TRUE,TRUE
"phoneme_146","a̰","a̰","vowel","creaky",1,19,1,NA,NA,NA,TRUE,TRUE
"phoneme_142","aː","aː","vowel","long",1,646,1,0.436155378968943,0.563844621031057,"+",TRUE,TRUE
"phoneme_119","ɯ","ɯ","vowel",NA,113,116,0.877220139853001,0.634752124950132,0.242468014902869,"+",TRUE,TRUE
"phoneme_137","ʉ","ʉ","vowel",NA,31,49,1,0.817376062475066,0.182623937524934,"+",TRUE,TRUE
"phoneme_122","ɤ","ɤ","vowel",NA,44,47,1,0.89317184481387,0.10682815518613,"+",TRUE,TRUE
"phoneme_130","ɑ","ɑ","vowel",NA,113,138,0.714913993238342,0.634752124950132,0.0801618682882101,"+",TRUE,TRUE
"phoneme_120","ʌ","ʌ","vowel",NA,14,86,0.877220139853001,0.817376062475066,0.0598440773779351,"+",TRUE,TRUE
"phoneme_127","ṳ","ṳ","vowel",NA,4,19,1,1,0,"0",TRUE,TRUE
"phoneme_123","u","u","vowel",NA,1779,1843,0.0150148018685813,0.0152337598678385,-0.000218957999257237,"-",TRUE,TRUE
"phoneme_392","i","i","vowel",NA,1866,1926,0.00767487101537072,0.00903416444353269,-0.00135929342816197,"-",TRUE,TRUE
"phoneme_145","a","a","vowel",NA,1876,1830,0.00832971056099987,0.0347590353883531,-0.0264293248273533,"-",TRUE,TRUE
"phoneme_401","ɛ","ɛ","vowel",NA,706,759,0.247447488378122,0.277869100050583,-0.030421611672461,"-",TRUE,TRUE
"phoneme_391","e","e","vowel",NA,1444,1322,0.0668837641068838,0.10831250079679,-0.041428736689906,"-",TRUE,TRUE
"phoneme_139","ə","ə","vowel",NA,600,443,0.235226512299903,0.277869100050583,-0.0426425877506796,"-",TRUE,TRUE
"phoneme_398","y","y","vowel",NA,140,105,0.559838805529221,0.603719752102807,-0.0438809465735857,"-",TRUE,TRUE
"phoneme_121","o","o","vowel",NA,1532,1299,0.0462234150077802,0.0910295422066429,-0.0448061271988627,"-",TRUE,TRUE
"phoneme_128","ɔ","ɔ","vowel",NA,653,738,0.252582163701231,0.314267659391743,-0.0616854956905122,"-",TRUE,TRUE
"phoneme_394","æ","æ","vowel",NA,161,123,0.488017191499439,0.634752124950132,-0.146734933450693,"-",TRUE,TRUE
"phoneme_403","œ","œ","vowel",NA,33,47,0.714913993238342,0.89317184481387,-0.178257851575528,"-",TRUE,TRUE
"phoneme_125","ɒ","ɒ","vowel",NA,40,33,0.610797051646438,0.817376062475066,-0.206579010828628,"-",TRUE,TRUE
"phoneme_134","ʊ","ʊ","vowel",NA,279,269,0.520312519061561,0.758584286186835,-0.238271767125274,"-",TRUE,TRUE
"phoneme_136","ɐ","ɐ","vowel",NA,83,41,0.592134133091343,0.89317184481387,-0.301037711722527,"-",TRUE,TRUE
"phoneme_397","ø","ø","vowel",NA,106,61,0.559838805529221,0.89317184481387,-0.333333039284649,"-",TRUE,TRUE
"phoneme_141","ɨ","ɨ","vowel",NA,292,360,0.307048126329685,0.710547907288936,-0.403499780959251,"-",TRUE,TRUE
"phoneme_126","u̱","u̱","vowel",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_129","ɯ̌","ɯ̌","vowel",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_131","o˂","o˂","vowel",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_140","ɨ̅","ɨ̅","vowel",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_143","ɵ","ɵ","vowel",NA,22,24,0.877220139853001,NA,NA,NA,TRUE,TRUE
"phoneme_390","i̱","i̱","vowel",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_396","I","I","vowel",NA,298,NA,0.478440053984808,NA,NA,NA,TRUE,FALSE
"phoneme_402","Y","Y","vowel",NA,10,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_404","e̅","e̅","vowel",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_405","ḛ","ḛ","vowel",NA,1,14,1,NA,NA,NA,TRUE,TRUE
"phoneme_406","e˃","e˃","vowel",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
NA,"ae","ae","vowel",NA,NA,7,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"ai","ai","vowel",NA,NA,69,NA,0.575960348661901,NA,NA,FALSE,TRUE
NA,"ai̯","ai̯","vowel",NA,NA,8,NA,1,NA,NA,FALSE,TRUE
NA,"au","au","vowel",NA,NA,57,NA,0.603719752102807,NA,NA,FALSE,TRUE
NA,"au̯","au̯","vowel",NA,NA,7,NA,1,NA,NA,FALSE,TRUE
NA,"ay","ay","vowel",NA,NA,2,NA,1,NA,NA,FALSE,TRUE
NA,"ã","ã","vowel",NA,NA,361,NA,0.758584286186835,NA,NA,FALSE,TRUE
NA,"ãi","ãi","vowel",NA,NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"ä","ä","vowel",NA,NA,40,NA,1,NA,NA,FALSE,TRUE
NA,"ea","ea","vowel",NA,NA,9,NA,1,NA,NA,FALSE,TRUE
NA,"ei","ei","vowel",NA,NA,25,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"eu","eu","vowel",NA,NA,13,NA,1,NA,NA,FALSE,TRUE
NA,"ẽ","ẽ","vowel",NA,NA,229,NA,1,NA,NA,FALSE,TRUE
NA,"e̝","e̝","vowel",NA,NA,5,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"e̞","e̞","vowel",NA,NA,167,NA,0.527923969764002,NA,NA,FALSE,TRUE
NA,"e̞i","e̞i","vowel",NA,NA,7,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"e̞u","e̞u","vowel",NA,NA,4,NA,1,NA,NA,FALSE,TRUE
NA,"ia","ia","vowel",NA,NA,35,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"iu","iu","vowel",NA,NA,21,NA,1,NA,NA,FALSE,TRUE
NA,"iə","iə","vowel",NA,NA,16,NA,0.758584286186835,NA,NA,FALSE,TRUE
NA,"ĩ","ĩ","vowel",NA,NA,378,NA,0.758584286186835,NA,NA,FALSE,TRUE
NA,"ĩə","ĩə","vowel",NA,NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"oa","oa","vowel",NA,NA,8,NA,1,NA,NA,FALSE,TRUE
NA,"oe","oe","vowel",NA,NA,5,NA,1,NA,NA,FALSE,TRUE
NA,"oi","oi","vowel",NA,NA,29,NA,0.817376062475066,NA,NA,FALSE,TRUE
NA,"ou","ou","vowel",NA,NA,19,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"õ","õ","vowel",NA,NA,235,NA,1,NA,NA,FALSE,TRUE
NA,"o̝","o̝","vowel",NA,NA,3,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"o̞","o̞","vowel",NA,NA,170,NA,0.506835065624351,NA,NA,FALSE,TRUE
NA,"o̞i","o̞i","vowel",NA,NA,6,NA,1,NA,NA,FALSE,TRUE
NA,"o̞u","o̞u","vowel",NA,NA,5,NA,1,NA,NA,FALSE,TRUE
NA,"õ̞","õ̞","vowel",NA,NA,39,NA,1,NA,NA,FALSE,TRUE
NA,"ui","ui","vowel",NA,NA,39,NA,1,NA,NA,FALSE,TRUE
NA,"ui̯","ui̯","vowel",NA,NA,8,NA,1,NA,NA,FALSE,TRUE
NA,"uy","uy","vowel",NA,NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"uə","uə","vowel",NA,NA,20,NA,0.710547907288936,NA,NA,FALSE,TRUE
NA,"ũ","ũ","vowel",NA,NA,353,NA,0.758584286186835,NA,NA,FALSE,TRUE
NA,"ũə","ũə","vowel",NA,NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"ɔi","ɔi","vowel",NA,NA,13,NA,1,NA,NA,FALSE,TRUE
NA,"ɔə","ɔə","vowel",NA,NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"əi","əi","vowel",NA,NA,13,NA,1,NA,NA,FALSE,TRUE
NA,"əy","əy","vowel",NA,NA,1,NA,1,NA,NA,FALSE,TRUE
NA,"ɛo","ɛo","vowel",NA,NA,2,NA,1,NA,NA,FALSE,TRUE
NA,"ɛə","ɛə","vowel",NA,NA,3,NA,1,NA,NA,FALSE,TRUE
NA,"ɞ","ɞ","vowel",NA,NA,4,NA,1,NA,NA,FALSE,TRUE
NA,"ɪ","ɪ","vowel",NA,NA,287,NA,0.66993372762877,NA,NA,FALSE,TRUE
NA,"ɯə","ɯə","vowel",NA,NA,4,NA,0.89317184481387,NA,NA,FALSE,TRUE
NA,"ʌi","ʌi","vowel",NA,NA,2,NA,1,NA,NA,FALSE,TRUE
NA,"ʌə","ʌə","vowel",NA,NA,1,NA,1,NA,NA,FALSE,TRUE
