glottocode,PC1,PC2,language,longitude,latitude,subgroup,colour,rotPC1,rotPC2,rotLongitude,rotLatitude
buhi1243,-1.339716224022991,-0.5026295266264149,Bikol (Buhinon),123.5,13.17,Central Philippine,#565153,-0.010708387454036726,0.05104420806871506,121.75798811957839,14.985830472893426
buhi1245,0.006276452646711814,-3.2335775529128643,Batangan; Buhid,121.21,12.6396,South Mangyan,#85DEF2,0.09962227961447591,0.06298283358480457,126.63758479852882,15.513840308847449
butu1244,5.446370506634293,1.8917044967930077,Butuanon,125.418,8.87009,Central Philippine,#565153,0.04819917475985393,-0.20454812799380234,124.36329408374401,3.6817429752498985
cala1258,-1.0774693242245366,0.29304834592014556,"Tagbanwa, Kalamian, Coron Island Dialect",120.094,12.0716,Palawanic-Kalamian,#87B1F1,-0.030068359713022536,0.027429127956039176,120.90175422877034,13.941405839627993
cama1250,2.166355927408614,0.9662798272277034,Manide; Manide (Labo),122.835,14.1571,Central Philippine,#565153,0.012591971954607963,-0.08553910337933579,122.78849359380136,8.94515755166383
capi1239,3.2841878952105272,0.2175612634448304,Capisano,122.954,11.4122,Central Philippine,#565153,0.057470237095641294,-0.10530757183315846,124.77332554812334,8.07085709125504
casi1235,-1.5081418136547806,-0.5222684779839089,"Dumagat, Casiguran",121.878,16.2176,Northeastern Luzon,#95A459,-0.013394693914719034,0.05661048789959506,121.63918078855728,15.232010445321258
cebu1242,1.3911774599929574,-2.6478112174264554,Cebuano,124.367,8.38799,Central Philippine,#565153,0.10865528081089872,0.008923971239596472,127.037087528007,13.122977893380387
cent2084,-1.5376296230045805,-0.19189609814376904,Agta,121.857,17.9571,Cagayan Valley,#79F287,-0.024136622187129836,0.051063205750694396,121.16409730618307,14.986670683764594
cent2087,7.396906468210273,1.042145629685871,Bikol (Bisakol); Bikol (Naga City); Naga Bikol,123.403,13.7574,Central Philippine,#565153,0.11244931283212699,-0.2479693693180049,127.20488626015027,1.7613508432063831
cent2089,-0.9585030518509414,0.3460651276186219,"Subanun, Sindangan",123.018,8.12701,Subanen,#7CF2D9,-0.029375425155982612,0.022732630355294617,120.93240065965942,13.733693743760206
