ID,CONCEPT,DOCULECT,FORM,TOKENS,SONARS,PROSTRINGS,CLASSES,LANGID,NUMBERS,WEIGHTS,IPA,DUPLICATES,COGID
5217,say,KOREAN,mal ha,m a l # h a,4 7 5 9 3 7,AXN_AX,MAL_HA,66.0,66.M.C 66.A.V 66.L.c 66._._ 66.H.C 66.A.V,2.0 1.5 0.8 0.0 2.0 1.5,mal#ha,0.0,3571.0
6873,say,MOKSHA,azoms,a z o ms,7 3 7 4,XBYN,ASUM,86.0,86.A.V 86.S.C 86.U.V 86.M.c,1.5 1.75 1.3 0.8,azoms,0.0,3572.0
8989,say,SPANISH,desi,d e s i,1 7 3 7,AXBZ,TESI,111.0,111.T.C 111.E.V 111.S.C 111.I.V,2.0 1.5 1.75 0.8,desi,0.0,3572.0
9541,say,TAGALOG,sabi,s a b i,3 7 1 7,AXBZ,SAPI,117.0,117.S.C 117.A.V 117.P.C 117.I.V,2.0 1.5 1.75 0.8,sabi,0.0,3563.0
10093,say,TURKISH,səl,s ə l,3 7 5,AXN,SEL,123.0,123.S.C 123.E.V 123.L.c,2.0 1.5 0.8,səl,0.0,3575.0
66,see,AGTA,moʔito,m o ʔ i t o,4 7 1 7 1 7,AXBYBZ,MUHITU,1.0,1.M.C 1.U.V 1.H.C 1.I.V 1.T.C 1.U.V,2.0 1.5 1.75 1.3 1.75 0.8,moʔito,0.0,3576.0
158,see,AKLANON,kitaʔ,k i t a ʔ,1 7 1 7 1,AXBYN,KITAH,2.0,2.K.C 2.I.V 2.T.C 2.A.V 2.H.c,2.0 1.5 1.75 1.3 0.8,kitaʔ,0.0,3577.0
250,see,ARTA,ita,i t a,7 1 7,XBZ,ITA,3.0,3.I.V 3.T.C 3.A.V,1.5 1.75 0.8,ita,0.0,3577.0
342,see,ATTA PAMPLONA,masiŋan,m a s i ŋ a n,4 7 3 7 4 7 4,AXBYBYN,MASINAN,4.0,4.M.C 4.A.V 4.S.C 4.I.V 4.N.C 4.A.V 4.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,masiŋan,0.0,3579.0
434,see,BAJAU WEST COAST,ŋendaʔ,ŋ e n d a ʔ,4 7 4 1 7 1,AXMBYN,NENTAH,6.0,6.N.C 6.E.V 6.N.c 6.T.C 6.A.V 6.H.c,2.0 1.5 1.1 1.75 1.3 0.8,ŋendaʔ,0.0,3580.0
526,see,BALANGAW,ilo,i l o,7 5 7,XBZ,ILU,7.0,7.I.V 7.L.C 7.U.V,1.5 1.75 0.8,ilo,0.0,3603.0
618,see,BALANGINGI SAMA,andaʔ,a n d a ʔ,7 4 1 7 1,XMBYN,ANTAH,8.0,8.A.V 8.N.c 8.T.C 8.A.V 8.H.c,1.5 1.1 1.75 1.3 0.8,andaʔ,0.0,3580.0
802,see,BASQUE,ikusi,i k u s i,7 1 7 3 7,XBYBZ,IKYSI,10.0,10.I.V 10.K.C 10.Y.V 10.S.C 10.I.V,1.5 1.75 1.3 1.75 0.8,ikusi,0.0,3583.0
894,see,BATAK PALAWAN,ləʔgan,l ə ʔ g a n,5 7 1 1 7 4,AXMBYN,LEHKAN,11.0,11.L.C 11.E.V 11.H.c 11.K.C 11.A.V 11.N.c,2.0 1.5 1.1 1.75 1.3 0.8,ləʔgan,0.0,3584.0
986,see,BILAAN KORONADAL,təʔən,t ə ʔ ə n,1 7 1 7 4,AXBYN,TEHEN,12.0,12.T.C 12.E.V 12.H.C 12.E.V 12.N.c,2.0 1.5 1.75 1.3 0.8,təʔən,0.0,3585.0
1078,see,BILAAN SARANGANI,təʔən,t ə ʔ ə n,1 7 1 7 4,AXBYN,TEHEN,13.0,13.T.C 13.E.V 13.H.C 13.E.V 13.N.c,2.0 1.5 1.75 1.3 0.8,təʔən,0.0,3585.0
1262,see,BONTOC GUINAANG,ila,i l a,7 5 7,XBZ,ILA,16.0,16.I.V 16.L.C 16.A.V,1.5 1.75 0.8,ila,0.0,3603.0
1354,see,BUHI,kita,k i t a,1 7 1 7,AXBZ,KITA,17.0,17.K.C 17.I.V 17.T.C 17.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
1446,see,BUKIDNON BINUKID,ahaʔ,a h a ʔ,7 3 7 1,XBYN,AHAH,18.0,18.A.V 18.H.C 18.A.V 18.H.c,1.5 1.75 1.3 0.8,ahaʔ,0.0,3590.0
1538,see,BUTUANON,makita,m a k i t a,4 7 1 7 1 7,AXBYBZ,MAKITA,19.0,19.M.C 19.A.V 19.K.C 19.I.V 19.T.C 19.A.V,2.0 1.5 1.75 1.3 1.75 0.8,makita,0.0,3577.0
1630,see,CAIJIA,kien,k i e n,1 7 7 4,AXYN,KIEN,20.0,20.K.C 20.I.V 20.E.V 20.N.c,2.0 1.5 1.3 0.8,kien,0.0,3584.0
1722,see,CEBUANO,tanaw,t a n a w,1 7 4 7 6,AXBYN,TANAW,22.0,22.T.C 22.A.V 22.N.C 22.A.V 22.W.c,2.0 1.5 1.75 1.3 0.8,tanaw,0.0,3594.0
1814,see,CENTRAL TAGBANWA,intul,i n t u l,7 4 1 7 5,XMBYN,INTYL,23.0,23.I.V 23.N.c 23.T.C 23.Y.V 23.L.c,1.5 1.1 1.75 1.3 0.8,intul,0.0,3580.0
1906,see,CUYONON,kitaʔ,k i t a ʔ,1 7 1 7 1,AXBYN,KITAH,24.0,24.K.C 24.I.V 24.T.C 24.A.V 24.H.c,2.0 1.5 1.75 1.3 0.8,kitaʔ,0.0,3577.0
1998,see,DARAGA,kita,k i t a,1 7 1 7,AXBZ,KITA,25.0,25.K.C 25.I.V 25.T.C 25.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
2090,see,DUMAGAT CASIGURAN,metaʔ,m e t a ʔ,4 7 1 7 1,AXBYN,METAH,26.0,26.M.C 26.E.V 26.T.C 26.A.V 26.H.c,2.0 1.5 1.75 1.3 0.8,metaʔ,0.0,3577.0
2182,see,DUPANINGAN AGTA,maʔEnta,m a ʔ n t a,4 7 1 4 1 7,AXBYBZ,MAHNTA,27.0,27.M.C 27.A.V 27.H.C 27.N.V 27.T.C 27.A.V,2.0 1.5 1.75 1.3 1.75 0.8,maʔnta,0.0,3576.0
2274,see,ENGLISH,si,s i,3 7,AX,SI,28.0,28.S.C 28.I.V,2.0 1.5,si,0.0,3600.0
2366,see,ESKAYAN,mosimsati,m o s i ms a t i,4 7 3 7 4 7 1 7,AXBYBYBZ,MUSIMATI,29.0,29.M.C 29.U.V 29.S.C 29.I.V 29.M.C 29.A.V 29.T.C 29.I.V,2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8,mosimsati,0.0,3576.0
2458,see,ESTONIAN,nage,n a g e,4 7 1 7,AXBZ,NAKE,30.0,30.N.C 30.A.V 30.K.C 30.E.V,2.0 1.5 1.75 0.8,nage,0.0,3602.0
2550,see,FINNISH,nEke,n k e,4 1 7,ACZ,NKE,32.0,32.N.C 32.K.C 32.E.V,2.0 1.5 0.8,nke,0.0,3602.0
2642,see,FUZHOU CHINESE,khaŋ,kh a ŋ,1 7 4,AXN,KAN,33.0,33.K.C 33.A.V 33.N.c,2.0 1.5 0.8,khaŋ,0.0,3584.0
2734,see,GADDANG,itan,i t a n,7 1 7 4,XBYN,ITAN,34.0,34.I.V 34.T.C 34.A.V 34.N.c,1.5 1.75 1.3 0.8,itan,0.0,3587.0
2826,see,HANUNOO,makakit,m a k a k i t,4 7 1 7 1 7 1,AXBYBYN,MAKAKIT,35.0,35.M.C 35.A.V 35.K.C 35.A.V 35.K.C 35.I.V 35.T.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,makakit,0.0,3577.0
2918,see,HIGAONON BINUKID,ahaʔ,a h a ʔ,7 3 7 1,XBYN,AHAH,36.0,36.A.V 36.H.C 36.A.V 36.H.c,1.5 1.75 1.3 0.8,ahaʔ,0.0,3590.0
3010,see,HUNGARIAN,lat,l a t,5 7 1,AXN,LAT,38.0,38.L.C 38.A.V 38.T.c,2.0 1.5 0.8,lat,0.0,3610.0
3102,see,IBANAG,masiŋan,m a s i ŋ a n,4 7 3 7 4 7 4,AXBYBYN,MASINAN,39.0,39.M.C 39.A.V 39.S.C 39.I.V 39.N.C 39.A.V 39.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,masiŋan,0.0,3579.0
3194,see,IDAAN,mata,m a t a,4 7 1 7,AXBZ,MATA,40.0,40.M.C 40.A.V 40.T.C 40.A.V,2.0 1.5 1.75 0.8,mata,0.0,3577.0
3286,see,IFUGAO AMGANAD,tigo,t i g o,1 7 1 7,AXBZ,TIKU,41.0,41.T.C 41.I.V 41.K.C 41.U.V,2.0 1.5 1.75 0.8,tigo,0.0,3585.0
3378,see,IFUGAO BATAD,tigon,t i g o n,1 7 1 7 4,AXBYN,TIKUN,42.0,42.T.C 42.I.V 42.K.C 42.U.V 42.N.c,2.0 1.5 1.75 1.3 0.8,tigon,0.0,3585.0
3470,see,IFUGAO BAYNINAN,tigon,t i g o n,1 7 1 7 4,AXBYN,TIKUN,43.0,43.T.C 43.I.V 43.K.C 43.U.V 43.N.c,2.0 1.5 1.75 1.3 0.8,tigon,0.0,3585.0
3562,see,ILOKANO,kita,k i t a,1 7 1 7,AXBZ,KITA,44.0,44.K.C 44.I.V 44.T.C 44.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
3654,see,ILONGOT KAKIDUGEN,buja,b u j a,1 7 6 7,AXBZ,PYJA,45.0,45.P.C 45.Y.V 45.J.C 45.A.V,2.0 1.5 1.75 0.8,buja,0.0,3617.0
3746,see,INIBALOI,onʔan,o n ʔ a n,7 4 1 7 4,XMBYN,UNHAN,48.0,48.U.V 48.N.c 48.H.C 48.A.V 48.N.c,1.5 1.1 1.75 1.3 0.8,onʔan,0.0,3620.0
3838,see,IRANUN,ilai,i l a i,7 5 7 7,XBYZ,ILAI,49.0,49.I.V 49.L.C 49.A.V 49.I.V,1.5 1.75 1.3 0.8,ilai,0.0,3603.0
3930,see,IRIGA,bajad,b a j a d,1 7 6 7 1,AXBYN,PAJAT,50.0,50.P.C 50.A.V 50.J.C 50.A.V 50.T.c,2.0 1.5 1.75 1.3 0.8,bajad,0.0,3617.0
4022,see,ISNAG,nasiŋan,n a s i ŋ a n,4 7 3 7 4 7 4,AXBYBYN,NASINAN,51.0,51.N.C 51.A.V 51.S.C 51.I.V 51.N.C 51.A.V 51.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,nasiŋan,0.0,3579.0
4114,see,ITAWIT,mEsiŋEn,m i ŋ n,4 7 4 4,AXLN,MINN,52.0,52.M.C 52.I.V 52.N.c 52.N.c,2.0 1.5 1.1 0.8,miŋn,0.0,3624.0
4206,see,ITNEG BINONGAN,masəŋan,m a s ə ŋ a n,4 7 3 7 4 7 4,AXBYBYN,MASENAN,53.0,53.M.C 53.A.V 53.S.C 53.E.V 53.N.C 53.A.V 53.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,masəŋan,0.0,3579.0
4298,see,JAPANESE,mi,m i,4 7,AX,MI,54.0,54.M.C 54.I.V,2.0 1.5,mi,0.0,3624.0
4390,see,KADAZAN,kokito,k o k i t o,1 7 1 7 1 7,AXBYBZ,KUKITU,55.0,55.K.C 55.U.V 55.K.C 55.I.V 55.T.C 55.U.V,2.0 1.5 1.75 1.3 1.75 0.8,kokito,0.0,3577.0
4482,see,KAGAYANEN,kita,k i t a,1 7 1 7,AXBZ,KITA,56.0,56.K.C 56.I.V 56.T.C 56.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
4574,see,KALAGAN,kitaʔ,k i t a ʔ,1 7 1 7 1,AXBYN,KITAH,57.0,57.K.C 57.I.V 57.T.C 57.A.V 57.H.c,2.0 1.5 1.75 1.3 0.8,kitaʔ,0.0,3577.0
4666,see,KALINGA GUINAANG,ilan,i l a n,7 5 7 4,XBYN,ILAN,59.0,59.I.V 59.L.C 59.A.V 59.N.c,1.5 1.75 1.3 0.8,ilan,0.0,3603.0
4758,see,KALINGA LIMOS,ila,i l a,7 5 7,XBZ,ILA,60.0,60.I.V 60.L.C 60.A.V,1.5 1.75 0.8,ila,0.0,3603.0
4850,see,KALLAHAN KAYAPA PROPER,unʔan,u n ʔ a n,7 4 1 7 4,XMBYN,YNHAN,61.0,61.Y.V 61.N.c 61.H.C 61.A.V 61.N.c,1.5 1.1 1.75 1.3 0.8,unʔan,0.0,3620.0
4942,see,KANKANAY NORTHERN,ila,i l a,7 5 7,XBZ,ILA,63.0,63.I.V 63.L.C 63.A.V,1.5 1.75 0.8,ila,0.0,3603.0
5034,see,KAPAMPANGAN,ikit,i k i t,7 1 7 1,XBYN,IKIT,64.0,64.I.V 64.K.C 64.I.V 64.T.c,1.5 1.75 1.3 0.8,ikit,0.0,3577.0
5218,see,KOREAN,po,p o,1 7,AX,PU,66.0,66.P.C 66.U.V,2.0 1.5,po,0.0,3637.0
5310,see,LEGAZPI,ʔiliŋ,ʔ i l i ŋ,1 7 5 7 4,AXBYN,HILIN,67.0,67.H.C 67.I.V 67.L.C 67.I.V 67.N.c,2.0 1.5 1.75 1.3 0.8,ʔiliŋ,0.0,3603.0
5402,see,LIBON,kita,k i t a,1 7 1 7,AXBZ,KITA,68.0,68.K.C 68.I.V 68.T.C 68.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
5494,see,LIVE,nEdjo,n d j o,4 1 6 7,ACCZ,NTJU,69.0,69.N.C 69.T.C 69.J.C 69.U.V,2.0 1.5 1.5 0.8,ndjo,0.0,3580.0
5586,see,MAMANWA,kita,k i t a,1 7 1 7,AXBZ,KITA,70.0,70.K.C 70.I.V 70.T.C 70.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
5678,see,MANIDE,talu,t a l u,1 7 5 7,AXBZ,TALY,73.0,73.T.C 73.A.V 73.L.C 73.Y.V,2.0 1.5 1.75 0.8,talu,0.0,3603.0
5770,see,MANOBO ATA,pitow,p i t o w,1 7 1 7 6,AXBYN,PITUW,74.0,74.P.C 74.I.V 74.T.C 74.U.V 74.W.c,2.0 1.5 1.75 1.3 0.8,pitow,0.0,3645.0
5862,see,MANOBO DIBABAWON,kita,k i t a,1 7 1 7,AXBZ,KITA,75.0,75.K.C 75.I.V 75.T.C 75.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
5954,see,MANOBO ILIANEN,kita,k i t a,1 7 1 7,AXBZ,KITA,76.0,76.K.C 76.I.V 76.T.C 76.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
6046,see,MANOBO KALAMANSIG COTABATO,ilag,i l a g,7 5 7 1,XBYN,ILAK,77.0,77.I.V 77.L.C 77.A.V 77.K.c,1.5 1.75 1.3 0.8,ilag,0.0,3603.0
6138,see,MANOBO SARANGANI,kitaʔ,k i t a ʔ,1 7 1 7 1,AXBYN,KITAH,78.0,78.K.C 78.I.V 78.T.C 78.A.V 78.H.c,2.0 1.5 1.75 1.3 0.8,kitaʔ,0.0,3577.0
6230,see,MANOBO TIGWA,kita,k i t a,1 7 1 7,AXBZ,KITA,79.0,79.K.C 79.I.V 79.T.C 79.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
6322,see,MANOBO WESTERN BUKIDNON,ahaʔ,a h a ʔ,7 3 7 1,XBYN,AHAH,80.0,80.A.V 80.H.C 80.A.V 80.H.c,1.5 1.75 1.3 0.8,ahaʔ,0.0,3590.0
6414,see,MANSAKA,kitaʔ,k i t a ʔ,1 7 1 7 1,AXBYN,KITAH,81.0,81.K.C 81.I.V 81.T.C 81.A.V 81.H.c,2.0 1.5 1.75 1.3 0.8,kitaʔ,0.0,3577.0
6506,see,MAPUN,kita,k i t a,1 7 1 7,AXBZ,KITA,82.0,82.K.C 82.I.V 82.T.C 82.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
6598,see,MARANAO,ilaj,i l a j,7 5 7 6,XBYN,ILAJ,83.0,83.I.V 83.L.C 83.A.V 83.J.c,1.5 1.75 1.3 0.8,ilaj,0.0,3603.0
6690,see,MASBATENYO,magkita,m a g k i t a,4 7 1 1 7 1 7,AXMBYBZ,MAKKITA,84.0,84.M.C 84.A.V 84.K.c 84.K.C 84.I.V 84.T.C 84.A.V,2.0 1.5 1.1 1.75 1.3 1.75 0.8,magkita,0.0,3577.0
6782,see,MINANGALI LOWER TANUDAN KALINGA,ilan,i l a n,7 5 7 4,XBYN,ILAN,85.0,85.I.V 85.L.C 85.A.V 85.N.c,1.5 1.75 1.3 0.8,ilan,0.0,3603.0
6874,see,MOKSHA,5ajems,a j e ms,7 6 7 4,XBYN,AJEM,86.0,86.A.V 86.J.C 86.E.V 86.M.c,1.5 1.75 1.3 0.8,ajems,0.0,3657.0
6966,see,MOLBOG,lotog,l o t o g,5 7 1 7 1,AXBYN,LUTUK,87.0,87.L.C 87.U.V 87.T.C 87.U.V 87.K.c,2.0 1.5 1.75 1.3 0.8,lotog,0.0,3610.0
7058,see,MONGOLIAN,uci,u c i,7 1 7,XBZ,YCI,88.0,88.Y.V 88.C.C 88.I.V,1.5 1.75 0.8,uci,0.0,3583.0
7150,see,MORO MAGINDANAU,ilaj,i l a j,7 5 7 6,XBYN,ILAJ,89.0,89.I.V 89.L.C 89.A.V 89.J.c,1.5 1.75 1.3 0.8,ilaj,0.0,3603.0
7242,see,NORTHERN CATANDUANES,taʔnaw,t a ʔ n a w,1 7 1 4 7 6,AXBCYN,TAHNAW,90.0,90.T.C 90.A.V 90.H.C 90.N.C 90.A.V 90.W.c,2.0 1.5 1.75 1.5 1.3 0.8,taʔnaw,0.0,3594.0
7334,see,NORTHERN SORSOGON,kita,k i t a,1 7 1 7,AXBZ,KITA,91.0,91.K.C 91.I.V 91.T.C 91.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
7426,see,OAS,kita,k i t a,1 7 1 7,AXBZ,KITA,92.0,92.K.C 92.I.V 92.T.C 92.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
7518,see,PALAWANO BATAK,ləgan,l ə g a n,5 7 1 7 4,AXBYN,LEKAN,93.0,93.L.C 93.E.V 93.K.C 93.A.V 93.N.c,2.0 1.5 1.75 1.3 0.8,ləgan,0.0,3584.0
7610,see,PANGASINAN,neŋneŋ,n e ŋ n e ŋ,4 7 4 4 7 4,AXMBYN,NENNEN,94.0,94.N.C 94.E.V 94.N.c 94.N.C 94.E.V 94.N.c,2.0 1.5 1.1 1.75 1.3 0.8,neŋneŋ,0.0,3620.0
7702,see,PANGUTARAN SAMA,nda,n d a,4 1 7,ACZ,NTA,95.0,95.N.C 95.T.C 95.A.V,2.0 1.5 0.8,nda,0.0,3580.0
7794,see,PROTO PALAWAN,lətəg,l ə t ə g,5 7 1 7 1,AXBYN,LETEK,96.0,96.L.C 96.E.V 96.T.C 96.E.V 96.K.c,2.0 1.5 1.75 1.3 0.8,lətəg,0.0,3610.0
7978,see,ROMBLOMANON 2,batjag,b a t j a g,1 7 1 6 7 1,AXBCYN,PATJAK,98.0,98.P.C 98.A.V 98.T.C 98.J.C 98.A.V 98.K.c,2.0 1.5 1.75 1.5 1.3 0.8,batjag,0.0,3617.0
8070,see,SAMAL,əndaʔ,ə n d a ʔ,7 4 1 7 1,XMBYN,ENTAH,99.0,99.E.V 99.N.c 99.T.C 99.A.V 99.H.c,1.5 1.1 1.75 1.3 0.8,əndaʔ,0.0,3580.0
8162,see,SAMBAL BOTOLAN,makit,m a k i t,4 7 1 7 1,AXBYN,MAKIT,100.0,100.M.C 100.A.V 100.K.C 100.I.V 100.T.c,2.0 1.5 1.75 1.3 0.8,makit,0.0,3577.0
8254,see,SANGIL SARANGANI ISLANDS,makasilaw,m a k a s i l a w,4 7 1 7 3 7 5 7 6,AXBYBYBYN,MAKASILAW,101.0,101.M.C 101.A.V 101.K.C 101.A.V 101.S.C 101.I.V 101.L.C 101.A.V 101.W.c,2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8,makasilaw,0.0,3619.0
8346,see,SEDANG,honai,h o n a i,3 7 4 7 7,AXBYZ,HUNAI,102.0,102.H.C 102.U.V 102.N.C 102.A.V 102.I.V,2.0 1.5 1.75 1.3 0.8,honai,0.0,3672.0
8438,see,SIBUTU SOUTHERN SAMA,nda,n d a,4 1 7,ACZ,NTA,103.0,103.N.C 103.T.C 103.A.V,2.0 1.5 0.8,nda,0.0,3580.0
8530,see,SOGODNIN BORACAY,kitaʔ,k i t a ʔ,1 7 1 7 1,AXBYN,KITAH,105.0,105.K.C 105.I.V 105.T.C 105.A.V 105.H.c,2.0 1.5 1.75 1.3 0.8,kitaʔ,0.0,3577.0
8622,see,SOUTH SAAMI,vuenə,v u e n ə,3 7 7 4 7,AXYBZ,BYENE,106.0,106.B.C 106.Y.V 106.E.V 106.N.C 106.E.V,2.0 1.5 1.3 1.75 0.8,vuenə,0.0,3676.0
8714,see,SOUTHERN CATANDUANES,hiliŋ,h i l i ŋ,3 7 5 7 4,AXBYN,HILIN,107.0,107.H.C 107.I.V 107.L.C 107.I.V 107.N.c,2.0 1.5 1.75 1.3 0.8,hiliŋ,0.0,3603.0
8806,see,SOUTHERN SORSOGON,ʔimug,ʔ i m u g,1 7 4 7 1,AXBYN,HIMYK,109.0,109.H.C 109.I.V 109.M.C 109.Y.V 109.K.c,2.0 1.5 1.75 1.3 0.8,ʔimug,0.0,3679.0
8898,see,SOUTHWEST PALAWANO,biriʔ,b i r i ʔ,1 7 5 7 1,AXBYN,PIRIH,110.0,110.P.C 110.I.V 110.R.C 110.I.V 110.H.c,2.0 1.5 1.75 1.3 0.8,biriʔ,0.0,3680.0
8990,see,SPANISH,ve,v e,3 7,AX,BE,111.0,111.B.C 111.E.V,2.0 1.5,ve,0.0,3637.0
9082,see,SUBANON SIOCON,moktoŋow,m o k t o ŋ o w,4 7 1 1 7 4 7 6,AXMBYBYN,MUKTUNUW,112.0,112.M.C 112.U.V 112.K.c 112.T.C 112.U.V 112.N.C 112.U.V 112.W.c,2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8,moktoŋow,0.0,3594.0
9174,see,SUBANUN SINDANGAN,metaʔ,m e t a ʔ,4 7 1 7 1,AXBYN,METAH,113.0,113.M.C 113.E.V 113.T.C 113.A.V 113.H.c,2.0 1.5 1.75 1.3 0.8,metaʔ,0.0,3577.0
9266,see,SURIGAONON,kita,k i t a,1 7 1 7,AXBZ,KITA,114.0,114.K.C 114.I.V 114.T.C 114.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
9358,see,TAGABAWA,kita,k i t a,1 7 1 7,AXBZ,KITA,115.0,115.K.C 115.I.V 115.T.C 115.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
9450,see,TAGABILI,mton,m t o n,4 1 7 4,ACYN,MTUN,116.0,116.M.C 116.T.C 116.U.V 116.N.c,2.0 1.5 1.3 0.8,mton,0.0,3587.0
9542,see,TAGALOG,tiŋin,t i ŋ i n,1 7 4 7 4,AXBYN,TININ,117.0,117.T.C 117.I.V 117.N.C 117.I.V 117.N.c,2.0 1.5 1.75 1.3 0.8,tiŋin,0.0,3585.0
9634,see,TAGBANWA ABORLAN,lətəg,l ə t ə g,5 7 1 7 1,AXBYN,LETEK,118.0,118.L.C 118.E.V 118.T.C 118.E.V 118.K.c,2.0 1.5 1.75 1.3 0.8,lətəg,0.0,3610.0
9726,see,TAGBANWA KALAMIAN,itaʔ,i t a ʔ,7 1 7 1,XBYN,ITAH,119.0,119.I.V 119.T.C 119.A.V 119.H.c,1.5 1.75 1.3 0.8,itaʔ,0.0,3577.0
9818,see,TAUSUG,kimitaʔ,k i m i t a ʔ,1 7 4 7 1 7 1,AXBYBYN,KIMITAH,120.0,120.K.C 120.I.V 120.M.C 120.I.V 120.T.C 120.A.V 120.H.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,kimitaʔ,0.0,3577.0
9910,see,TIMUGON MURUT,kito,k i t o,1 7 1 7,AXBZ,KITU,121.0,121.K.C 121.I.V 121.T.C 121.U.V,2.0 1.5 1.75 0.8,kito,0.0,3577.0
10094,see,TURKISH,gər,g ə r,1 7 5,AXN,KER,123.0,123.K.C 123.E.V 123.R.c,2.0 1.5 0.8,gər,0.0,3692.0
10186,see,UGARITIC,amr,a m r,7 4 5,XBC,AMR,124.0,124.A.V 124.M.C 124.R.C,1.5 1.75 1.5,amr,0.0,3693.0
10278,see,UMIRAY DUMAGET AGTA,lawig,l a w i g,5 7 6 7 1,AXBYN,LAWIK,125.0,125.L.C 125.A.V 125.W.C 125.I.V 125.K.c,2.0 1.5 1.75 1.3 0.8,lawig,0.0,3610.0
10370,see,WARAY WARAY,kita,k i t a,1 7 1 7,AXBZ,KITA,126.0,126.K.C 126.I.V 126.T.C 126.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
10462,see,YAKAN,kite,k i t e,1 7 1 7,AXBZ,KITE,127.0,127.K.C 127.I.V 127.T.C 127.E.V,2.0 1.5 1.75 0.8,kite,0.0,3577.0
10554,see,YOGAD,ita,i t a,7 1 7,XBZ,ITA,128.0,128.I.V 128.T.C 128.A.V,1.5 1.75 0.8,ita,0.0,3577.0
10646,see,ZAMBOANGUENO,mira,m i r a,4 7 5 7,AXBZ,MIRA,129.0,129.M.C 129.I.V 129.R.C 129.A.V,2.0 1.5 1.75 0.8,mira,0.0,3678.0
10738,see,IMOROD,cita,c i t a,1 7 1 7,AXBZ,CITA,46.0,46.C.C 46.I.V 46.T.C 46.A.V,2.0 1.5 1.75 0.8,cita,0.0,3577.0
10922,see,BISAYA SABAH,intoŋ,i n t o ŋ,7 4 1 7 4,XMBYN,INTUN,14.0,14.I.V 14.N.c 14.T.C 14.U.V 14.N.c,1.5 1.1 1.75 1.3 0.8,intoŋ,0.0,3587.0
11014,see,CAPIZNON,makita,m a k i t a,4 7 1 7 1 7,AXBYBZ,MAKITA,21.0,21.M.C 21.A.V 21.K.C 21.I.V 21.T.C 21.A.V,2.0 1.5 1.75 1.3 1.75 0.8,makita,0.0,3577.0
11106,see,FINALLIG,ilaon,i l a o n,7 5 7 7 4,XBYYN,ILAUN,31.0,31.I.V 31.L.C 31.A.V 31.U.V 31.N.c,1.5 1.75 1.3 1.3 0.8,ilaon,0.0,3603.0
11198,see,HILIGAYNON,kita,k i t a,1 7 1 7,AXBZ,KITA,37.0,37.K.C 37.I.V 37.T.C 37.A.V,2.0 1.5 1.75 0.8,kita,0.0,3577.0
11290,see,INABAKNON,kulaw,k u l a w,1 7 5 7 6,AXBYN,KYLAW,47.0,47.K.C 47.Y.V 47.L.C 47.A.V 47.W.c,2.0 1.5 1.75 1.3 0.8,kulaw,0.0,3619.0
11382,see,KALAGAN KAAGAN,kitaʔ,k i t a ʔ,1 7 1 7 1,AXBYN,KITAH,58.0,58.K.C 58.I.V 58.T.C 58.A.V 58.H.c,2.0 1.5 1.75 1.3 0.8,kitaʔ,0.0,3577.0
11474,see,KANKANAEY,ilaen,i l a e n,7 5 7 7 4,XBYYN,ILAEN,62.0,62.I.V 62.L.C 62.A.V 62.E.V 62.N.c,1.5 1.75 1.3 1.3 0.8,ilaen,0.0,3603.0
11566,see,MANDAYAN BOSO,jakitaʔ,j a k i t a ʔ,6 7 1 7 1 7 1,AXBYBYN,JAKITAH,71.0,71.J.C 71.A.V 71.K.C 71.I.V 71.T.C 71.A.V 71.H.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,jakitaʔ,0.0,3577.0
11658,see,MANDAYAN ISLAM PISO,matanaw,m a t a n a w,4 7 1 7 4 7 6,AXBYBYN,MATANAW,72.0,72.M.C 72.A.V 72.T.C 72.A.V 72.N.C 72.A.V 72.W.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,matanaw,0.0,3594.0
