ID,CONCEPT,DOCULECT,FORM,TOKENS,SONARS,PROSTRINGS,CLASSES,LANGID,NUMBERS,WEIGHTS,IPA,DUPLICATES,COGID
11750,see,SINAUNA,miʔsulʔaŋ,m i ʔs u l ʔ a ŋ,4 7 1 7 5 1 7 4,AXBYMBYN,MIHYLHAN,104.0,104.M.C 104.I.V 104.H.C 104.Y.V 104.L.c 104.H.C 104.A.V 104.N.c,2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8,miʔsulʔaŋ,0.0,3579.0
11842,see,SOUTHERN KALINGA,umila,u m i l a,7 4 7 5 7,XBYBZ,YMILA,108.0,108.Y.V 108.M.C 108.I.V 108.L.C 108.A.V,1.5 1.75 1.3 1.75 0.8,umila,0.0,3678.0
803,sit,BASQUE,jarri,j a rr i,6 7 5 7,AXBZ,JARI,10.0,10.J.C 10.A.V 10.R.C 10.I.V,2.0 1.5 1.75 0.8,jarri,0.0,3694.0
1447,sit,BUKIDNON BINUKID,pinuʔu,p i n u ʔ u,1 7 4 7 1 7,AXBYBZ,PINYHY,18.0,18.P.C 18.I.V 18.N.C 18.Y.V 18.H.C 18.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,pinuʔu,0.0,3695.0
2275,sit,ENGLISH,sit,s i t,3 7 1,AXN,SIT,28.0,28.S.C 28.I.V 28.T.c,2.0 1.5 0.8,sit,0.0,3696.0
2459,sit,ESTONIAN,istu,i s t u,7 3 1 7,XMBZ,ISTY,30.0,30.I.V 30.S.c 30.T.C 30.Y.V,1.5 1.1 1.75 0.8,istu,0.0,3697.0
2551,sit,FINNISH,istu,i s t u,7 3 1 7,XMBZ,ISTY,32.0,32.I.V 32.S.c 32.T.C 32.Y.V,1.5 1.1 1.75 0.8,istu,0.0,3697.0
2827,sit,HANUNOO,kumukaw,k u m u k a w,1 7 4 7 1 7 6,AXBYBYN,KYMYKAW,35.0,35.K.C 35.Y.V 35.M.C 35.Y.V 35.K.C 35.A.V 35.W.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,kumukaw,0.0,3699.0
2919,sit,HIGAONON BINUKID,pinuʔu,p i n u ʔ u,1 7 4 7 1 7,AXBYBZ,PINYHY,36.0,36.P.C 36.I.V 36.N.C 36.Y.V 36.H.C 36.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,pinuʔu,0.0,3695.0
3011,sit,HUNGARIAN,il,i l,7 5,XN,IL,38.0,38.I.V 38.L.c,1.5 0.8,il,1.0,3701.0
4299,sit,JAPANESE,suwa,s u w a,3 7 6 7,AXBZ,SYWA,54.0,54.S.C 54.Y.V 54.W.C 54.A.V,2.0 1.5 1.75 0.8,suwa,0.0,3703.0
5035,sit,KAPAMPANGAN,lukluk,l u k l u k,5 7 1 5 7 1,AXBCYN,LYKLYK,64.0,64.L.C 64.Y.V 64.K.C 64.L.C 64.Y.V 64.K.c,2.0 1.5 1.75 1.5 1.3 0.8,lukluk,0.0,3704.0
5219,sit,KOREAN,ant,a n t,7 4 1,XLN,ANT,66.0,66.A.V 66.N.c 66.T.c,1.5 1.1 0.8,ant,0.0,3696.0
6875,sit,MOKSHA,aSCjems ozada,a j e ms # o z a d a,7 6 7 4 9 7 3 7 1 7,XBYN_XBYBZ,AJEM_USATA,86.0,86.A.V 86.J.C 86.E.V 86.M.c 86._._ 86.U.V 86.S.C 86.A.V 86.T.C 86.A.V,1.5 1.75 1.3 0.8 0.0 1.5 1.75 1.3 1.75 0.8,ajems#ozada,0.0,3706.0
8347,sit,SEDANG,oi a taŋ,o i # a # t a ŋ,7 7 9 7 9 1 7 4,XZ_X_AXN,UI_A_TAN,102.0,102.U.V 102.I.V 102._._ 102.A.V 102._._ 102.T.C 102.A.V 102.N.c,1.5 0.8 0.0 1.5 0.0 2.0 1.5 0.8,oi#a#taŋ,0.0,3707.0
8991,sit,SPANISH,senta,s e n t a,3 7 4 1 7,AXMBZ,SENTA,111.0,111.S.C 111.E.V 111.N.c 111.T.C 111.A.V,2.0 1.5 1.1 1.75 0.8,senta,0.0,3696.0
9543,sit,TAGALOG,upo,u p o,7 1 7,XBZ,YPU,117.0,117.Y.V 117.P.C 117.U.V,1.5 1.75 0.8,upo,0.0,3709.0
10095,sit,TURKISH,otur,o t u r,7 1 7 5,XBYN,UTYR,123.0,123.U.V 123.T.C 123.Y.V 123.R.c,1.5 1.75 1.3 0.8,otur,0.0,3710.0
10739,sit,IMOROD,toratod,t o r a t o d,1 7 5 7 1 7 1,AXBYBYN,TURATUT,46.0,46.T.C 46.U.V 46.R.C 46.A.V 46.T.C 46.U.V 46.T.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,toratod,0.0,3702.0
68,skin,AGTA,tobbit,t o bb i t,1 7 1 7 1,AXBYN,TUPIT,1.0,1.T.C 1.U.V 1.P.C 1.I.V 1.T.c,2.0 1.5 1.75 1.3 0.8,tobbit,0.0,3711.0
160,skin,AKLANON,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,2.0,2.P.C 2.A.V 2.N.C 2.I.V 2.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
252,skin,ARTA,gadaŋ,g a d a ŋ,1 7 1 7 4,AXBYN,KATAN,3.0,3.K.C 3.A.V 3.T.C 3.A.V 3.N.c,2.0 1.5 1.75 1.3 0.8,gadaŋ,0.0,3724.0
344,skin,ATTA PAMPLONA,tabbiʔ,t a bb i ʔ,1 7 1 7 1,AXBYN,TAPIH,4.0,4.T.C 4.A.V 4.P.C 4.I.V 4.H.c,2.0 1.5 1.75 1.3 0.8,tabbiʔ,0.0,3711.0
528,skin,BALANGAW,uglet,u g l e t,7 1 5 7 1,XBCYN,YKLET,7.0,7.Y.V 7.K.C 7.L.C 7.E.V 7.T.c,1.5 1.75 1.5 1.3 0.8,uglet,0.0,3717.0
620,skin,BALANGINGI SAMA,kuwit,k u w i t,1 7 6 7 1,AXBYN,KYWIT,8.0,8.K.C 8.Y.V 8.W.C 8.I.V 8.T.c,2.0 1.5 1.75 1.3 0.8,kuwit,0.0,3717.0
712,skin,BANTON BANTOANON,anit,a n i t,7 4 7 1,XBYN,ANIT,9.0,9.A.V 9.N.C 9.I.V 9.T.c,1.5 1.75 1.3 0.8,anit,0.0,3767.0
804,skin,BASQUE,azal,a z a l,7 3 7 5,XBYN,ASAL,10.0,10.A.V 10.S.C 10.A.V 10.L.c,1.5 1.75 1.3 0.8,azal,0.0,3719.0
896,skin,BATAK PALAWAN,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,11.0,11.K.C 11.Y.V 11.L.C 11.I.V 11.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
988,skin,BILAAN KORONADAL,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,12.0,12.K.C 12.Y.V 12.L.C 12.I.V 12.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
1080,skin,BILAAN SARANGANI,kindal,k i n d a l,1 7 4 1 7 5,AXMBYN,KINTAL,13.0,13.K.C 13.I.V 13.N.c 13.T.C 13.A.V 13.L.c,2.0 1.5 1.1 1.75 1.3 0.8,kindal,0.0,3724.0
1172,skin,BONGGI,kubal,k u b a l,1 7 1 7 5,AXBYN,KYPAL,15.0,15.K.C 15.Y.V 15.P.C 15.A.V 15.L.c,2.0 1.5 1.75 1.3 0.8,kubal,0.0,3724.0
1264,skin,BONTOC GUINAANG,kopkop,k o p k o p,1 7 1 1 7 1,AXMBYN,KUPKUP,16.0,16.K.C 16.U.V 16.P.c 16.K.C 16.U.V 16.P.c,2.0 1.5 1.1 1.75 1.3 0.8,kopkop,0.0,3725.0
1356,skin,BUHI,kublit,k u b l i t,1 7 1 5 7 1,AXBCYN,KYPLIT,17.0,17.K.C 17.Y.V 17.P.C 17.L.C 17.I.V 17.T.c,2.0 1.5 1.75 1.5 1.3 0.8,kublit,0.0,3717.0
1448,skin,BUKIDNON BINUKID,laŋgit,l a ŋ g i t,5 7 4 1 7 1,AXMBYN,LANKIT,18.0,18.L.C 18.A.V 18.N.c 18.K.C 18.I.V 18.T.c,2.0 1.5 1.1 1.75 1.3 0.8,laŋgit,0.0,3727.0
1540,skin,BUTUANON,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,19.0,19.P.C 19.A.V 19.N.C 19.I.V 19.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
1632,skin,CAIJIA,pəu,p ə u,1 7 7,AXZ,PEY,20.0,20.P.C 20.E.V 20.Y.V,2.0 1.5 0.8,pəu,1.0,3729.0
1724,skin,CEBUANO,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,22.0,22.P.C 22.A.V 22.N.C 22.I.V 22.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
1816,skin,CENTRAL TAGBANWA,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,23.0,23.K.C 23.Y.V 23.L.C 23.I.V 23.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
1908,skin,CUYONON,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,24.0,24.K.C 24.Y.V 24.L.C 24.I.V 24.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
2000,skin,DARAGA,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,25.0,25.K.C 25.Y.V 25.L.C 25.I.V 25.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
2092,skin,DUMAGAT CASIGURAN,kulet,k u l e t,1 7 5 7 1,AXBYN,KYLET,26.0,26.K.C 26.Y.V 26.L.C 26.E.V 26.T.c,2.0 1.5 1.75 1.3 0.8,kulet,0.0,3717.0
2184,skin,DUPANINGAN AGTA,gadaŋ,g a d a ŋ,1 7 1 7 4,AXBYN,KATAN,27.0,27.K.C 27.A.V 27.T.C 27.A.V 27.N.c,2.0 1.5 1.75 1.3 0.8,gadaŋ,0.0,3724.0
2276,skin,ENGLISH,skin,s k i n,3 1 7 4,ACYN,SKIN,28.0,28.S.C 28.K.C 28.I.V 28.N.c,2.0 1.5 1.3 0.8,skin,0.0,3737.0
2368,skin,ESKAYAN,pil,p i l,1 7 5,AXN,PIL,29.0,29.P.C 29.I.V 29.L.c,2.0 1.5 0.8,pil,0.0,3729.0
2460,skin,ESTONIAN,nak,n a k,4 7 1,AXN,NAK,30.0,30.N.C 30.A.V 30.K.c,2.0 1.5 0.8,nak,0.0,3739.0
2552,skin,FINNISH,iho,i h o,7 3 7,XBZ,IHU,32.0,32.I.V 32.H.C 32.U.V,1.5 1.75 0.8,iho,0.0,3741.0
2644,skin,FUZHOU CHINESE,phui,ph u i,1 7 7,AXZ,PYI,33.0,33.P.C 33.Y.V 33.I.V,2.0 1.5 0.8,phui,0.0,3729.0
2736,skin,GADDANG,gaddaŋ,g a dd a ŋ,1 7 1 7 4,AXBYN,KATAN,34.0,34.K.C 34.A.V 34.T.C 34.A.V 34.N.c,2.0 1.5 1.75 1.3 0.8,gaddaŋ,0.0,3724.0
2828,skin,HANUNOO,tarik,t a r i k,1 7 5 7 1,AXBYN,TARIK,35.0,35.T.C 35.A.V 35.R.C 35.I.V 35.K.c,2.0 1.5 1.75 1.3 0.8,tarik,0.0,3744.0
2920,skin,HIGAONON BINUKID,laŋgit,l a ŋ g i t,5 7 4 1 7 1,AXMBYN,LANKIT,36.0,36.L.C 36.A.V 36.N.c 36.K.C 36.I.V 36.T.c,2.0 1.5 1.1 1.75 1.3 0.8,laŋgit,0.0,3727.0
3012,skin,HUNGARIAN,bir,b i r,1 7 5,AXN,PIR,38.0,38.P.C 38.I.V 38.R.c,2.0 1.5 0.8,bir,0.0,3729.0
3104,skin,IBANAG,tabiʔ,t a b i ʔ,1 7 1 7 1,AXBYN,TAPIH,39.0,39.T.C 39.A.V 39.P.C 39.I.V 39.H.c,2.0 1.5 1.75 1.3 0.8,tabiʔ,0.0,3711.0
3196,skin,IDAAN,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,40.0,40.K.C 40.Y.V 40.L.C 40.I.V 40.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
3288,skin,IFUGAO AMGANAD,ʔupʔup,ʔ u p ʔ u p,1 7 1 1 7 1,AXMBYN,HYPHYP,41.0,41.H.C 41.Y.V 41.P.c 41.H.C 41.Y.V 41.P.c,2.0 1.5 1.1 1.75 1.3 0.8,ʔupʔup,0.0,3725.0
3380,skin,IFUGAO BATAD,upʔup,u p ʔ u p,7 1 1 7 1,XMBYN,YPHYP,42.0,42.Y.V 42.P.c 42.H.C 42.Y.V 42.P.c,1.5 1.1 1.75 1.3 0.8,upʔup,0.0,3725.0
3472,skin,IFUGAO BAYNINAN,upʔup,u p ʔ u p,7 1 1 7 1,XMBYN,YPHYP,43.0,43.Y.V 43.P.c 43.H.C 43.Y.V 43.P.c,1.5 1.1 1.75 1.3 0.8,upʔup,0.0,3725.0
3564,skin,ILOKANO,kudil,k u d i l,1 7 1 7 5,AXBYN,KYTIL,44.0,44.K.C 44.Y.V 44.T.C 44.I.V 44.L.c,2.0 1.5 1.75 1.3 0.8,kudil,0.0,3724.0
3656,skin,ILONGOT KAKIDUGEN,kalib,k a l i b,1 7 5 7 1,AXBYN,KALIP,45.0,45.K.C 45.A.V 45.L.C 45.I.V 45.P.c,2.0 1.5 1.75 1.3 0.8,kalib,0.0,3717.0
3748,skin,INIBALOI,bidat,b i d a t,1 7 1 7 1,AXBYN,PITAT,48.0,48.P.C 48.I.V 48.T.C 48.A.V 48.T.c,2.0 1.5 1.75 1.3 0.8,bidat,0.0,3767.0
3840,skin,IRANUN,upis,u p i s,7 1 7 3,XBYN,YPIS,49.0,49.Y.V 49.P.C 49.I.V 49.S.c,1.5 1.75 1.3 0.8,upis,0.0,3711.0
3932,skin,IRIGA,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,50.0,50.K.C 50.Y.V 50.L.C 50.I.V 50.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
4024,skin,ISNAG,lublub,l u b l u b,5 7 1 5 7 1,AXBCYN,LYPLYP,51.0,51.L.C 51.Y.V 51.P.C 51.L.C 51.Y.V 51.P.c,2.0 1.5 1.75 1.5 1.3 0.8,lublub,0.0,3760.0
4116,skin,ITAWIT,gEdEŋ,g d ŋ,1 1 4,ACC,KTN,52.0,52.K.C 52.T.C 52.N.C,2.0 1.5 1.5,gdŋ,0.0,3761.0
4208,skin,ITNEG BINONGAN,kopsit,k o ps i t,1 7 1 7 1,AXBYN,KUPIT,53.0,53.K.C 53.U.V 53.P.C 53.I.V 53.T.c,2.0 1.5 1.75 1.3 0.8,kopsit,0.0,3717.0
4300,skin,JAPANESE,kawa,k a w a,1 7 6 7,AXBZ,KAWA,54.0,54.K.C 54.A.V 54.W.C 54.A.V,2.0 1.5 1.75 0.8,kawa,0.0,3763.0
4392,skin,KADAZAN,kuhit,k u h i t,1 7 3 7 1,AXBYN,KYHIT,55.0,55.K.C 55.Y.V 55.H.C 55.I.V 55.T.c,2.0 1.5 1.75 1.3 0.8,kuhit,0.0,3717.0
4484,skin,KAGAYANEN,laŋgit,l a ŋ g i t,5 7 4 1 7 1,AXMBYN,LANKIT,56.0,56.L.C 56.A.V 56.N.c 56.K.C 56.I.V 56.T.c,2.0 1.5 1.1 1.75 1.3 0.8,laŋgit,0.0,3727.0
4576,skin,KALAGAN,kindal,k i n d a l,1 7 4 1 7 5,AXMBYN,KINTAL,57.0,57.K.C 57.I.V 57.N.c 57.T.C 57.A.V 57.L.c,2.0 1.5 1.1 1.75 1.3 0.8,kindal,0.0,3724.0
4668,skin,KALINGA GUINAANG,oblit,o b l i t,7 1 5 7 1,XBCYN,UPLIT,59.0,59.U.V 59.P.C 59.L.C 59.I.V 59.T.c,1.5 1.75 1.5 1.3 0.8,oblit,0.0,3717.0
4760,skin,KALINGA LIMOS,kupsit,k u ps i t,1 7 1 7 1,AXBYN,KYPIT,60.0,60.K.C 60.Y.V 60.P.C 60.I.V 60.T.c,2.0 1.5 1.75 1.3 0.8,kupsit,0.0,3717.0
4852,skin,KALLAHAN KAYAPA PROPER,bəlat,b ə l a t,1 7 5 7 1,AXBYN,PELAT,61.0,61.P.C 61.E.V 61.L.C 61.A.V 61.T.c,2.0 1.5 1.75 1.3 0.8,bəlat,0.0,3767.0
4944,skin,KANKANAY NORTHERN,kollop,k o ll o p,1 7 5 7 1,AXBYN,KULUP,63.0,63.K.C 63.U.V 63.L.C 63.U.V 63.P.c,2.0 1.5 1.75 1.3 0.8,kollop,0.0,3717.0
5036,skin,KAPAMPANGAN,balat,b a l a t,1 7 5 7 1,AXBYN,PALAT,64.0,64.P.C 64.A.V 64.L.C 64.A.V 64.T.c,2.0 1.5 1.75 1.3 0.8,balat,0.0,3767.0
5128,skin,KINARAY A,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,65.0,65.P.C 65.A.V 65.N.C 65.I.V 65.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
5220,skin,KOREAN,gopdʒil,g o p dʒ i l,1 7 1 1 7 5,AXMBYN,KUPTIL,66.0,66.K.C 66.U.V 66.P.c 66.T.C 66.I.V 66.L.c,2.0 1.5 1.1 1.75 1.3 0.8,gopdʒil,0.0,3724.0
5312,skin,LEGAZPI,ʔunit,ʔ u n i t,1 7 4 7 1,AXBYN,HYNIT,67.0,67.H.C 67.Y.V 67.N.C 67.I.V 67.T.c,2.0 1.5 1.75 1.3 0.8,ʔunit,0.0,3767.0
5404,skin,LIBON,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,68.0,68.K.C 68.Y.V 68.L.C 68.I.V 68.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
5496,skin,LIVE,nogjo,n o g j o,4 7 1 6 7,AXBCZ,NUKJU,69.0,69.N.C 69.U.V 69.K.C 69.J.C 69.U.V,2.0 1.5 1.75 1.5 0.8,nogjo,0.0,3739.0
5588,skin,MAMANWA,kindal,k i n d a l,1 7 4 1 7 5,AXMBYN,KINTAL,70.0,70.K.C 70.I.V 70.N.c 70.T.C 70.A.V 70.L.c,2.0 1.5 1.1 1.75 1.3 0.8,kindal,0.0,3724.0
5680,skin,MANIDE,balaʔkis,b a l a ʔ k i s,1 7 5 7 1 1 7 3,AXBYMBYN,PALAHKIS,73.0,73.P.C 73.A.V 73.L.C 73.A.V 73.H.c 73.K.C 73.I.V 73.S.c,2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8,balaʔkis,0.0,3782.0
5772,skin,MANOBO ATA,laplap,l a p l a p,5 7 1 5 7 1,AXBCYN,LAPLAP,74.0,74.L.C 74.A.V 74.P.C 74.L.C 74.A.V 74.P.c,2.0 1.5 1.75 1.5 1.3 0.8,laplap,0.0,3760.0
5864,skin,MANOBO DIBABAWON,kindaa,k i n d aa,1 7 4 1 7,AXMBZ,KINTA,75.0,75.K.C 75.I.V 75.N.c 75.T.C 75.A.V,2.0 1.5 1.1 1.75 0.8,kindaa,0.0,3724.0
5956,skin,MANOBO ILIANEN,lundis,l u n d i s,5 7 4 1 7 3,AXMBYN,LYNTIS,76.0,76.L.C 76.Y.V 76.N.c 76.T.C 76.I.V 76.S.c,2.0 1.5 1.1 1.75 1.3 0.8,lundis,0.0,3727.0
6048,skin,MANOBO KALAMANSIG COTABATO,kunul,k u n u l,1 7 4 7 5,AXBYN,KYNYL,77.0,77.K.C 77.Y.V 77.N.C 77.Y.V 77.L.c,2.0 1.5 1.75 1.3 0.8,kunul,0.0,3724.0
6140,skin,MANOBO SARANGANI,kindal,k i n d a l,1 7 4 1 7 5,AXMBYN,KINTAL,78.0,78.K.C 78.I.V 78.N.c 78.T.C 78.A.V 78.L.c,2.0 1.5 1.1 1.75 1.3 0.8,kindal,0.0,3724.0
6232,skin,MANOBO TIGWA,laŋgit,l a ŋ g i t,5 7 4 1 7 1,AXMBYN,LANKIT,79.0,79.L.C 79.A.V 79.N.c 79.K.C 79.I.V 79.T.c,2.0 1.5 1.1 1.75 1.3 0.8,laŋgit,0.0,3727.0
6324,skin,MANOBO WESTERN BUKIDNON,lundis,l u n d i s,5 7 4 1 7 3,AXMBYN,LYNTIS,80.0,80.L.C 80.Y.V 80.N.c 80.T.C 80.I.V 80.S.c,2.0 1.5 1.1 1.75 1.3 0.8,lundis,0.0,3727.0
6416,skin,MANSAKA,paris naŋ ʔutaw,p a r i s # n a ŋ # ʔ u t a w,1 7 5 7 3 9 4 7 4 9 1 7 1 7 6,AXBYN_AXN_AXBYN,PARIS_NAN_HYTAW,81.0,81.P.C 81.A.V 81.R.C 81.I.V 81.S.c 81._._ 81.N.C 81.A.V 81.N.c 81._._ 81.H.C 81.Y.V 81.T.C 81.A.V 81.W.c,2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8,paris#naŋ#ʔutaw,0.0,3790.0
6508,skin,MAPUN,kuwit,k u w i t,1 7 6 7 1,AXBYN,KYWIT,82.0,82.K.C 82.Y.V 82.W.C 82.I.V 82.T.c,2.0 1.5 1.75 1.3 0.8,kuwit,0.0,3717.0
6600,skin,MARANAO,anit,a n i t,7 4 7 1,XBYN,ANIT,83.0,83.A.V 83.N.C 83.I.V 83.T.c,1.5 1.75 1.3 0.8,anit,0.0,3767.0
6692,skin,MASBATENYO,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,84.0,84.P.C 84.A.V 84.N.C 84.I.V 84.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
6784,skin,MINANGALI LOWER TANUDAN KALINGA,kublit,k u b l i t,1 7 1 5 7 1,AXBCYN,KYPLIT,85.0,85.K.C 85.Y.V 85.P.C 85.L.C 85.I.V 85.T.c,2.0 1.5 1.75 1.5 1.3 0.8,kublit,0.0,3717.0
6876,skin,MOKSHA,kisjke,k i s j k e,1 7 3 6 1 7,AXBYBZ,KISJKE,86.0,86.K.C 86.I.V 86.S.C 86.J.V 86.K.C 86.E.V,2.0 1.5 1.75 1.3 1.75 0.8,kisjke,0.0,3795.0
6968,skin,MOLBOG,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,87.0,87.K.C 87.Y.V 87.L.C 87.I.V 87.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
7060,skin,MONGOLIAN,Erjs,r js,5 6,AC,RJ,88.0,88.R.C 88.J.C,2.0 1.5,rjs,0.0,3797.0
7152,skin,MORO MAGINDANAU,upis,u p i s,7 1 7 3,XBYN,YPIS,89.0,89.Y.V 89.P.C 89.I.V 89.S.c,1.5 1.75 1.3 0.8,upis,0.0,3711.0
7244,skin,NORTHERN CATANDUANES,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,90.0,90.P.C 90.A.V 90.N.C 90.I.V 90.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
7336,skin,NORTHERN SORSOGON,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,91.0,91.P.C 91.A.V 91.N.C 91.I.V 91.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
7428,skin,OAS,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,92.0,92.K.C 92.Y.V 92.L.C 92.I.V 92.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
7520,skin,PALAWANO BATAK,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,93.0,93.K.C 93.Y.V 93.L.C 93.I.V 93.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
7612,skin,PANGASINAN,balat,b a l a t,1 7 5 7 1,AXBYN,PALAT,94.0,94.P.C 94.A.V 94.L.C 94.A.V 94.T.c,2.0 1.5 1.75 1.3 0.8,balat,0.0,3767.0
7704,skin,PANGUTARAN SAMA,kuwit,k u w i t,1 7 6 7 1,AXBYN,KYWIT,95.0,95.K.C 95.Y.V 95.W.C 95.I.V 95.T.c,2.0 1.5 1.75 1.3 0.8,kuwit,0.0,3717.0
7796,skin,PROTO PALAWAN,kubal,k u b a l,1 7 1 7 5,AXBYN,KYPAL,96.0,96.K.C 96.Y.V 96.P.C 96.A.V 96.L.c,2.0 1.5 1.75 1.3 0.8,kubal,0.0,3724.0
7980,skin,ROMBLOMANON 2,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,98.0,98.P.C 98.A.V 98.N.C 98.I.V 98.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
8072,skin,SAMAL,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,99.0,99.K.C 99.Y.V 99.L.C 99.I.V 99.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
8164,skin,SAMBAL BOTOLAN,katat,k a t a t,1 7 1 7 1,AXBYN,KATAT,100.0,100.K.C 100.A.V 100.T.C 100.A.V 100.T.c,2.0 1.5 1.75 1.3 0.8,katat,0.0,3724.0
8256,skin,SANGIL SARANGANI ISLANDS,pisi,p i s i,1 7 3 7,AXBZ,PISI,101.0,101.P.C 101.I.V 101.S.C 101.I.V,2.0 1.5 1.75 0.8,pisi,0.0,3711.0
8348,skin,SEDANG,kea,k e a,1 7 7,AXZ,KEA,102.0,102.K.C 102.E.V 102.A.V,2.0 1.5 0.8,kea,0.0,3763.0
8440,skin,SIBUTU SOUTHERN SAMA,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,103.0,103.K.C 103.Y.V 103.L.C 103.I.V 103.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
8532,skin,SOGODNIN BORACAY,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,105.0,105.P.C 105.A.V 105.N.C 105.I.V 105.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
8624,skin,SOUTH SAAMI,5alCja,a l j a,7 5 6 7,XBCZ,ALJA,106.0,106.A.V 106.L.C 106.J.C 106.A.V,1.5 1.75 1.5 0.8,alja,0.0,3814.0
8716,skin,SOUTHERN CATANDUANES,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,107.0,107.P.C 107.A.V 107.N.C 107.I.V 107.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
8808,skin,SOUTHERN SORSOGON,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,109.0,109.P.C 109.A.V 109.N.C 109.I.V 109.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
8900,skin,SOUTHWEST PALAWANO,kulit,k u l i t,1 7 5 7 1,AXBYN,KYLIT,110.0,110.K.C 110.Y.V 110.L.C 110.I.V 110.T.c,2.0 1.5 1.75 1.3 0.8,kulit,0.0,3717.0
8992,skin,SPANISH,piel,p i e l,1 7 7 5,AXYN,PIEL,111.0,111.P.C 111.I.V 111.E.V 111.L.c,2.0 1.5 1.3 0.8,piel,0.0,3729.0
9084,skin,SUBANON SIOCON,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,112.0,112.P.C 112.A.V 112.N.C 112.I.V 112.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
9176,skin,SUBANUN SINDANGAN,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,113.0,113.P.C 113.A.V 113.N.C 113.I.V 113.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
9268,skin,SURIGAONON,panit,p a n i t,1 7 4 7 1,AXBYN,PANIT,114.0,114.P.C 114.A.V 114.N.C 114.I.V 114.T.c,2.0 1.5 1.75 1.3 0.8,panit,0.0,3767.0
